 AC_NAME , CANDIDATE_NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , %_VOTES_POLLED , TOTAL_ELECTORS 
Gadchiroli ,12 Shivaji Adaku Narote,MALE,41,ST,IND,Winnower,1299,1,1300,0.662258403040276,286057
Gadchiroli ,13 Diwakar Pendam,MALE,51,ST,IND,Cup & Saucer,909,2,911,0.464090311668993,286057
Gadchiroli ,14 Changdas Tulshiram Masram,MALE,46,ST,IND,Tiller,791,,791,0.402958766772968,286057
Gadchiroli ,15 Santosh Namdeo Madavi,MALE,34,ST,IND,Cot,773,1,774,0.394298464579364,286057
Gadchiroli ,16 Gulabrao Ganpat Madavi,MALE,62,ST,IND,Key,683,1,684,0.348449805907345,286057
Gadchiroli ,17 Kesri Bajirao Kumare,MALE,65,ST,IND,Ring,536,,536,0.273054233868914,286057
,,,,,,,195931,367,196298,68.6219879254834,
Aheri ,1 Aatram Dharamraobaba Bhagwantrao,MALE,65,ST,NCP,Clock,59996,17,60013,36.0746101780497,236478
Aheri ,2 Atram Ambrishrao Raje Satyavanrao,MALE,33,ST,BJP,Lotus,44534,21,44555,26.7826013777516,236478
Aheri ,3 Atram Deepak Dada,MALE,47,ST,INC,Hand,43005,17,43022,25.8610947474723,236478
Aheri ,4 NOTA,,,,NOTA,NOTA,5764,1,5765,3.4654179540509,236478
Aheri ,5 Madhukar Yashwant Sadmek,MALE,54,ST,BSP,Elephant,3622,1,3623,2.17783334735931,236478
Aheri ,6 Adv. Lalsu Soma Nogoti,MALE,41,ST,VBA,Gas Cylinder,2381,13,2394,1.43906514865531,236478
Aheri ,7 Kailashbhau Ganpat Koret,MALE,30,ST,IND,Stool,2279,,2279,1.36993712355282,236478
Aheri ,8 Dinesh Eshwarshah Madavi,MALE,32,ST,IND,Almirah,2090,1,2091,1.25692783034179,236478
Aheri ,9 Atram Ajay Malayya,MALE,42,ST,IND,Table,1559,,1559,0.937135575085058,236478
Aheri ,10 Nagesh Laxman Torrem,MALE,38,ST,PWPI,Cart,1057,,1057,0.635376717681145,236478
,,,,,,,166287,71,166358,70.3481930665855,
Rajura,1 SUBHASH RAMCHANDRARAO DHOTE,MALE,68,GENERAL,INC,Hand,59968,260,60228,26.7850233704088,316018
Rajura,2 ADV. WAMAN SADASHIVRAO CHATAP,MALE,67,GENERAL,STBP,Sewing Machine,57459,268,57727,25.6727609102674,316018
Rajura,3 ADVOCATE SANJAY YADAVRAO DHOTE,MALE,60,GENERAL,BJP,Lotus,50900,151,51051,22.7037628359357,316018
Rajura,4 GODRU PATIL JUMNAKE,MALE,55,ST,GGP,Saw,43145,161,43306,19.2593514989527,316018
Rajura,5 MAHALING NAGANAND KANTHALE,MALE,44,GENERAL,MNS,Railway Engine,1943,5,1948,0.866328377591091,316018
Rajura,6 CHARADE SURESH JAIRAM,MALE,47,GENERAL,IND,Helicopter,1666,1,1667,0.741360064396483,316018
Rajura,7 NOTA,,,,NOTA,NOTA,1560,3,1563,0.695108446701681,316018
Rajura,8 BHANUDASH PRAKASH JADHAV,MALE,47,SC,BSP,Elephant,1463,6,1469,0.653304099939072,316018
Rajura,9 RESHMA GANPAT CHAVAN,FEMALE,32,GENERAL,IND,SHIP,1447,9,1456,0.647522647727222,316018
Rajura,10 SANTOSH GANPAT YEWALE,MALE,41,GENERAL,IND,Tractor Chalata Kissan,1333,,1333,0.592821215261255,316018
Rajura,11 SALAM SHAMARAO MARU,MALE,72,ST,IND,Glass Tumbler,1163,,1163,0.517217609413983,316018
Rajura,12 PRAVIN MAROTI NIMGADE,MALE,31,SC,APoI,Coat,1044,4,1048,0.46607399369377,316018
Rajura,13 ANIL TULSHIRAM SIDAM,MALE,30,GENERAL,IND,Black Board,897,1,898,0.399364929710883,316018
,,,,,,,223988,869,224857,71.1532254491833,
Chandrapur ,1 Jorgewar Kishor Gajanan,MALE,51,SC,IND,Television,117066,504,117570,57.9593687915642,396117
Chandrapur ,2 Nanaji Sitaramji Shamkule,MALE,70,SC,BJP,Lotus,44672,237,44909,22.1391281199316,396117
Chandrapur ,3 Anirudha Dhonduji Wankar,MALE,48,SC,VBA,Gas Cylinder,15292,111,15403,7.59333297181647,396117
Chandrapur ,4 Mahesh Marotrao Mendhe,MALE,47,SC,INC,Hand,14213,71,14284,7.04169111013611,396117
Chandrapur ,5 Namdeo Atmaram Gedam,MALE,63,SC,PPID,Black Board,3953,3,3956,1.95021912851431,396117
Chandrapur ,6 Bhikkhu S. Buddhasharan,MALE,59,SC,BSP,Elephant,1760,12,1772,0.873556192044329,396117
Chandrapur ,7 NOTA,,,,NOTA,NOTA,1724,6,1730,0.852851135573752,396117
Chandrapur ,8 Baban Mahadeo Ramteke,MALE,50,SC,RPI(KH),Cup & Saucer,884,,884,0.435792140952137,396117
Chandrapur ,9 Mandeep Maroti Goradwar,MALE,37,SC,IND,Auto- Rickshaw,679,,679,0.334731746274322,396117
Chandrapur ,10 Tathagat Namdeo Petkar,MALE,40,SC,IND,Batsman,561,1,562,0.277053374677716,396117
Chandrapur ,11 Adv. Amrita Kumar Gogulwar,FEMALE,33,SC,APoI,Coat,481,1,482,0.237615171876618,396117
Chandrapur ,12 Dr. Jyotidas Batau Ramteke,MALE,56,SC,BARESP,Man Blowing Turha,323,1,324,0.159724721344448,396117
Chandrapur ,13 Sandeep Madan Petkar,MALE,32,SC,IND,Bat,294,,294,0.144935395294036,396117
,,,,,,,201902,947,202849,51.2093649098625,
Ballarpur,1 Mungantiwar Sudhir Sachchidanand,MALE,57,GENERAL,BJP,Lotus,85697,305,86002,42.9023246532974,321083
Ballarpur,2 Dr. Vishwas Anandrao Zade,MALE,48,GENERAL,INC,Hand,52619,143,52762,26.3204629352489,321083
Ballarpur,3 Zode Raju Chinnayya,MALE,41,SC,VBA,Gas Cylinder,39778,180,39958,19.9331537463833,321083
Ballarpur,4 Manoj Dharma Atram,MALE,36,ST,GGP,Saw,13877,48,13925,6.94652299710666,321083
Ballarpur,5 NOTA,,,,NOTA,NOTA,1843,10,1853,0.924373939938142,321083
Ballarpur,6 Sarfaraj Yusuf Sheikh,MALE,33,GENERAL,BSP,Elephant,1371,10,1381,0.688915494362965,321083
Ballarpur,"7 Taher Hussain, Nasir Mohammad Sheikh",MALE,31,GENERAL,AAAP,Broom,1046,,1046,0.521799860321261,321083
Ballarpur,8 Sagar Ankush Raut,MALE,29,GENERAL,IND,Kettle,880,,880,0.438990322258805,321083
Ballarpur,9 Sachin Kailas Tembhurne,MALE,31,SC,APoI,Coat,630,,630,0.31427716252619,321083
Ballarpur,10 Bandu Zungaji Wakade,MALE,52,SC,IND,Cup & Saucer,460,1,461,0.229971066546942,321083
Ballarpur,11 Ashok Sambaji Tumram,MALE,54,ST,IND,Tractor Chalata Kissan,418,2,420,0.209518108350793,321083
Ballarpur,12 Tara Mahadeorao Kale,FEMALE,55,GENERAL,IND,Battery torch,405,,405,0.202035318766836,321083
Ballarpur,13 Anekshwar Raghunath Meshram,MALE,53,SC,IND,Grapes,379,1,380,0.189564002793575,321083
Ballarpur,14 Arun Devidas Kamble,MALE,35,SC,RPIR,Auto- Rickshaw,355,2,357,0.178090392098174,321083
,,,,,,,199758,702,200460,62.4324551595693,
Brahmapuri,1 VIJAY NAMDEVRAO WADETTIWAR,MALE,56,GENERAL,INC,Hand,96235,491,96726,49.9958649492423,270601
Brahmapuri,2 SANDIP WAMANRAO GADDAMWAR,MALE,53,GENERAL,SHS,Bow and Arrow,77697,480,78177,40.4082328860587,270601
Brahmapuri,3 CHANDRALAL WAKTUJI MESHRAM,MALE,64,GENERAL,VBA,Gas Cylinder,7445,163,7608,3.9324332706184,270601
Brahmapuri,4 Adv. PAROMITA GOSWAMI,FEMALE,49,GENERAL,AAAP,Broom,3555,41,3596,1.85870531560775,270601
Brahmapuri,5 VINOD RAMDAS ZODAGE,MALE,43,GENERAL,CPI,Ears of Corn And Sickle,1991,2,1993,1.03014452002398,270601
Brahmapuri,6 MUKUNDA DEWAJI MESHRAM,MALE,54,SC,BSP,Elephant,1902,23,1925,0.994996588583125,270601
Brahmapuri,7 NOTA,,,,NOTA,NOTA,1085,14,1099,0.568052597845639,270601
Brahmapuri,8 JAGDISH ALIAS MONTU NANDUJI PILARE,MALE,30,GENERAL,SBBGP,Sewing Machine,947,15,962,0.497239853619203,270601
Brahmapuri,9 VISHWANATH SITRUJI SHRIRAME,MALE,64,ST,IND,Slate,478,1,479,0.247586164120165,270601
Brahmapuri,10 Adv. AJAY RAMBHAU PANDAV,MALE,50,GENERAL,IND,DIAMOND,357,2,359,0.185560402753944,270601
Brahmapuri,11 PRANAV RINGAJI SOMANKAR,MALE,26,GENERAL,IND,Key,281,1,282,0.145760539210619,270601
Brahmapuri,12 VINAY NAMDEO BAMBOLE,MALE,40,SC,IND,Ring,262,,262,0.135422912316249,270601
,,,,,,,192235,1233,193468,71.495670747706,
Chimur ,1 Bunty Bhangdiya,MALE,37,GENERAL,BJP,Lotus,86852,294,87146,41.9382471269899,277652
Chimur ,2 Satish Manohar Warjukar,MALE,49,GENERAL,INC,Hand,77146,248,77394,37.2451827754143,277652
Chimur ,3 Arvind Atmaram Sandekar,MALE,44,ST,VBA,Gas Cylinder,24384,90,24474,11.7778975533697,277652
Chimur ,4 Dhanraj Raghunath Mungale,MALE,50,GENERAL,IND,Almirah,11296,43,11339,5.45679416350652,277652
Chimur ,5 Subhash Narayan Petkar,MALE,53,SC,BSP,Elephant,2225,14,2239,1.07749908564169,277652
Chimur ,6 NOTA,,,,NOTA,NOTA,1827,8,1835,0.883077633833183,277652
Chimur ,7 Prakash Nakkal Nanhe,MALE,42,GENERAL,PWPI,BUCKET,1434,4,1438,0.692024870546113,277652
Chimur ,8 Haridas Domaji Barekar,MALE,60,ST,IND,Ring,657,,657,0.316175479797494,277652
Chimur ,9 Kailas Shrihari Borkar,MALE,29,GENERAL,IND,Tractor Chalata Kissan,508,1,509,0.244951779630022,277652
Chimur ,10 Dr. Ajay Ghanshyamji Pise,MALE,39,GENERAL,IND,Bat,478,1,479,0.230514543109588,277652
Chimur ,11 Vanita Jitendra Raut,FEMALE,37,GENERAL,ABMP,Pen Nib with Seven Rays,286,,286,0.137634988161466,277652
,,,,,,,207093,703,207796,74.8404477547433,
Warora,1 DHANORKAR PRATIBHA SURESH,FEMALE,33,GENERAL,INC,Hand,63498,364,63862,34.4041417281264,296588
Warora,2 SANJAY WAMANRAO DEOTALE,MALE,56,GENERAL,SHS,Bow and Arrow,53403,262,53665,28.9107492067255,296588
Warora,3 RAMESH MAHADEO RAJURKAR,MALE,62,GENERAL,MNS,Railway Engine,34737,111,34848,18.7735356071177,296588
Warora,4 AMOL DILIP BAWANE,MALE,34,GENERAL,VBA,Gas Cylinder,11293,49,11342,6.11023418434138,296588
Warora,5 RAMESH KAWDUJI MESHRAM,MALE,43,ST,GGP,Saw,6368,20,6388,3.44138388023036,296588
Warora,6 DR. VIJAY RAMCHANDRA DEOTALE,MALE,54,GENERAL,IND,Cup & Saucer,6107,20,6127,3.30077630466052,296588
Warora,7 NOTA,,,,NOTA,NOTA,2207,17,2224,1.19812738723111,296588
Warora,8 PRASHANT BHAURAOJI BHADGARE,MALE,50,GENERAL,BSP,Elephant,1997,2,1999,1.07691396001573,296588
Warora,9 DR. ASHOKRAO TANBAJI GHODMARE,MALE,55,GENERAL,IND,Road Roller,1839,2,1841,0.991795197793377,296588
Warora,10 UTTAM ISHWAR INGOLE,MALE,35,GENERAL,SBBGP,Sewing Machine,917,2,919,0.495089509381919,296588
Warora,11 PRAVIN BHAGWAN GAYKWAD,MALE,38,GENERAL,IND,Almirah,840,6,846,0.455762486329819,296588
Warora,12 PRAVIN SHANTILALJI SURANA,MALE,41,GENERAL,IND,Spanner,664,1,665,0.358253018214338,296588
Warora,13 ASHRAF ASLAM KHAN,MALE,60,GENERAL,BVA,Whistle,547,,547,0.294683309719162,296588
Warora,14 BHASKAR PARASRAM DEKATE,MALE,65,SC,RPIS,Cot,350,,350,0.188554220112809,296588
,,,,,,,184767,856,185623,62.586146438831,
Wani ,1 SANJIVREDDY BAPURAO BODKURWAR,MALE,55,GENERAL,BJP,Lotus,67335,375,67710,32.3808612897826,284853
Wani ,2 WAMANRAO BAPURAO KASAWAR,MALE,71,GENERAL,INC,Hand,39647,268,39915,19.088496210038,284853
Wani ,3 DERKAR SANJAY NILKANTHRAO,MALE,55,GENERAL,IND,Tractor Chalata Kissan,24834,211,25045,11.977236316683,284853
Wani ,4 RAJU MADHUKARRAO UMBARKAR,MALE,44,GENERAL,MNS,Railway Engine,16078,37,16115,7.70665455154109,284853
Wani ,5 DR. MAHENDRA AMARCHANDJI LODHA,MALE,44,GENERAL,VBA,Gas Cylinder,15293,196,15489,7.40728342220416,284853
Wani ,6 VISHVAS RAMCHANDRA NANDEKAR,MALE,59,GENERAL,IND,Helicopter,15365,60,15425,7.3766767891729,284853
Wani ,7 KATKADE SUNIL MAHADEORAO,MALE,43,GENERAL,IND,BUCKET,8430,43,8473,4.05203127615313,284853
Wani ,8 VIKAS DEVRAO KUDMETHE,MALE,38,ST,GGP,Saw,6715,16,6731,3.21895698333373,284853
Wani ,9 ANIL NATTHUJI GHATE,MALE,49,GENERAL,CPI,Ears of Corn And Sickle,3130,6,3136,1.49972501853136,284853
Wani ,10 AJAY PANDURANG DHOBE,MALE,33,GENERAL,SBBGP,Sewing Machine,2138,13,2151,1.02866980703474,284853
Wani ,11 GOPAL LAKSHMAN CHAUDHARI,MALE,29,GENERAL,RPI(KH),Auto- Rickshaw,1380,,1380,0.659955524736376,284853
Wani ,12 NOTA,,,,NOTA,NOTA,1246,3,1249,0.597307572750532,284853
Wani ,13 SANTOSH UDDHAVRAO BHADIKAR,MALE,51,ST,BSP,Elephant,1226,7,1233,0.589655914492719,284853
Wani ,14 CHETAN ANANDRAO AGLAWE,MALE,36,GENERAL,IND,Cup & Saucer,1149,,1149,0.5494847086392,284853
Wani ,15 KETAN NATTHUJI PARKHI,MALE,30,GENERAL,IND,Tyres,1088,2,1090,0.521269218813515,284853
Wani ,16 GEET MOTIRAM GHOSH,MALE,57,ST,IND,Air Conditioner,902,2,904,0.432318691566438,284853
Wani ,17 MRUTYUNJAY GAJANANRAO MORE,MALE,53,GENERAL,IND,Television,619,3,622,0.297458214772483,284853
Wani ,18 VIVEK JAMNADAS KHOBRAGADE,MALE,53,SC,BMUP,Cot,461,,461,0.220463403553239,284853
Wani ,19 YOGESH KARU MADAVI,MALE,30,ST,IND,Whistle,432,,432,0.206594772960953,284853
Wani ,20 SANGITA ASHOK KHATOD,FEMALE,48,GENERAL,BALP,Plate Containing Food,395,,395,0.18890031323976,284853
,,,,,,,207863,1242,209105,73.4080385321552,
Ralegaon ,1 Ashok Ramaji Wooike (Uike),MALE,55,ST,BJP,Lotus,90530,293,90823,45.9453853780934,283514
Ralegaon ,2 Vasant Chindhuji Purke,MALE,63,ST,INC,Hand,80706,242,80948,40.9498371071855,283514
Ralegaon ,3 Kohale Madhav Zingraji,MALE,48,ST,VBA,Gas Cylinder,10682,23,10705,5.41542726481718,283514
Ralegaon ,4 Shailesh Bhaskar Kisan Gadekar,MALE,35,ST,BSP,Elephant,3367,3,3370,1.70480989093264,283514
Ralegaon ,5 Gulab Janba Pandhare,MALE,55,ST,PHJSP,Cup & Saucer,3345,2,3347,1.6931746898966,283514
Ralegaon ,6 NOTA,,,,NOTA,NOTA,2047,9,2056,1.04008579696068,283514
Ralegaon ,7 Uttam Somaji Mankar,MALE,59,ST,IND,Auto- Rickshaw,1736,3,1739,0.879722373985714,283514
Ralegaon ,8 Madhukar Bhimrao Ghasalkar,MALE,59,ST,IND,Television,1159,1,1160,0.586818834861086,283514
Ralegaon ,9 Madhusudan Bapurao Kove,MALE,48,ST,IND,Helicopter,964,2,966,0.488678443513628,283514
Ralegaon ,10 Sachin Vinayak Kinnake,MALE,32,ST,BMUP,Cot,655,3,658,0.332867925291892,283514
Ralegaon ,11 Kavita Shankar Kanake,FEMALE,31,ST,BVA,Whistle,648,2,650,0.328820898844574,283514
Ralegaon ,12 Namdeo Sheshrao Atram,MALE,49,ST,SaRaPa,Sewing Machine,438,,438,0.221574697990651,283514
Ralegaon ,13 Digambar Bhawrao Meshram,MALE,46,ST,IND,Key,420,,420,0.212468888484186,283514
Ralegaon ,14 Homdeo Haribhau Kanake,MALE,61,ST,BALP,Plate Containing Food,396,,396,0.200327809142233,283514
,,,,,,,197093,583,197676,69.7235409891575,
Yavatmal,1 MADAN MADHUKAR YERAWAR,MALE,56,GENERAL,BJP,Lotus,79913,512,80425,37.2826434634266,384935
Yavatmal,2 ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,MALE,60,GENERAL,INC,Hand,77287,885,78172,36.2382195190921,384935
Yavatmal,3 SANTOSH MAROTRAO DHAWALE,MALE,48,GENERAL,IND,Ring,38179,166,38345,17.7756041480273,384935
Yavatmal,4 YOGESH SHIVRAM DESHMUKH PARWEKAR,MALE,45,GENERAL,VBA,Gas Cylinder,7812,118,7930,3.67611268467483,384935
Yavatmal,5 BIPIN ANIL CHAUDHARI,MALE,37,GENERAL,PHJSP,Cup & Saucer,3724,33,3757,1.74163371454266,384935
Yavatmal,6 SANDIP ANANT DEVKATE,MALE,38,GENERAL,BSP,Elephant,1837,11,1848,0.856677962330275,384935
Yavatmal,7 NOTA,,,,NOTA,NOTA,1767,18,1785,0.827473031796289,384935
Yavatmal,"8 AMOL LAXMANRAO BORKHADE, ADVOCATE",MALE,44,GENERAL,VRA,Whistle,1307,9,1316,0.610058548932166,384935
Yavatmal,9 MANOJ MAHADEORAO GEDAM,MALE,42,SC,IND,Pan,584,3,587,0.272115781324606,384935
Yavatmal,10 SARIKA ABHIJIT BHAGAT,FEMALE,40,GENERAL,BMUP,Cot,380,7,387,0.179401716137347,384935
Yavatmal,11 ABDUL AZIZ ABDUL SATTAR DUNGE,MALE,36,GENERAL,SVPP,Mike,359,,359,0.16642174701113,384935
Yavatmal,12 JAVED HAMID SHEIKH,MALE,42,GENERAL,IND,Almirah,313,1,314,0.145561082343997,384935
Yavatmal,13 BAJAJ SHAM OMPRAKASH,MALE,38,GENERAL,BALP,Plate Containing Food,309,,309,0.143243230714315,384935
Yavatmal,14 ASHOK CHANDRABHANJI KALMORE,MALE,51,GENERAL,IND,Air Conditioner,183,,183,0.0848333696463422,384935
,,,,,,,213954,1763,215717,56.0398508839155,
Digras,1 Rathod Sanjay Dulichand,MALE,48,GENERAL,SHS,Bow and Arrow,136338,486,136824,60.6016582807739,322980
Digras,2 Deshmukh Sanjay Uttamrao,MALE,51,GENERAL,IND,Cup & Saucer,72860,357,73217,32.4290447168875,322980
Digras,3 Tarik Sahir Lokhandwala,MALE,42,GENERAL,NCP,Clock,6168,37,6205,2.74829919920629,322980
Digras,4 Adv. Shehjad Samiulla Khan,MALE,35,GENERAL,VBA,Gas Cylinder,3048,29,3077,1.36285521933244,322980
Digras,5 Devrao Ramnath Masal,MALE,59,GENERAL,BALP,Plate Containing Food,1810,1,1811,0.802122457657147,322980
Digras,6 NOTA,,,,NOTA,NOTA,1068,15,1083,0.479678973850188,322980
Digras,7 Ejaj Navaj Khan,MALE,39,GENERAL,BSP,Elephant,952,7,959,0.424757281553398,322980
Digras,8 Bimod Vitthal Mudhane,MALE,40,GENERAL,BMUP,Cot,869,6,875,0.387552264191057,322980
Digras,9 Nandubhau Thakare,MALE,44,GENERAL,IND,Key,742,1,743,0.329087236907377,322980
Digras,10 Bhimrao Keshravrao Patil,MALE,73,GENERAL,IND,Room Cooler,584,2,586,0.259549287789668,322980
Digras,11 Ashish Manoharrao Deshmukh,MALE,36,GENERAL,IND,Spanner,396,,396,0.175395081851038,322980
,,,,,,,224835,941,225776,69.904018824695,
Arni ,1 DR. DHURVE SANDEEP PRABHAKAR,MALE,52,ST,BJP,Lotus,81248,351,81599,38.6187019035089,312268
Arni ,2 SHIVAJIRAO SHIVRAMJI MOGHE,MALE,74,ST,INC,Hand,78089,357,78446,37.1264683332229,312268
Arni ,3 RAJU NARAYAN TODSAM,MALE,44,ST,IND,BOX,26826,123,26949,12.7542665669636,312268
Arni ,4 NIRANJAN SHIVRAM MASRAM,MALE,53,ST,VBA,Gas Cylinder,12253,54,12307,5.82458564843299,312268
Arni ,5 Adv. ANIL BHIMRAO KINAKE,MALE,39,ST,BMUP,Cot,2768,23,2791,1.32090830785541,312268
Arni ,6 NOTA,,,,NOTA,NOTA,2389,22,2411,1.14106410972389,312268
Arni ,7 Baliram Abhiman Neware,MALE,67,ST,BSP,Elephant,2022,10,2032,0.961693185797988,312268
Arni ,8 RAHUL SUBHASH SOYAM,MALE,25,ST,IND,Slate,1330,2,1332,0.630401241871515,312268
Arni ,9 Aitwar Ramreddy Ramkishtu,MALE,67,ST,IND,Helicopter,1212,6,1218,0.576447982432061,312268
Arni ,10 ATRAM MAROTI ALIAS PAVANKUMAR,MALE,59,ST,GGP,Saw,751,2,753,0.356375476823762,312268
Arni ,11 KRUSHNA TUKARAM ADE,MALE,32,ST,IND,Scissors,740,,740,0.350222912150842,312268
Arni ,12 SONERAO LAKHUJI KOTNAKE,MALE,62,ST,IND,BUCKET,714,2,716,0.33886433121622,312268
,,,,,,,210342,952,211294,67.6643139867037,
Pusad ,1 Naik Indranil Manohar,MALE,37,GENERAL,NCP,Clock,88560,583,89143,47.0520859724685,293635
Pusad ,2 Nilay Madhukar Naik,MALE,56,GENERAL,BJP,Lotus,79080,362,79442,41.9316358415674,293635
Pusad ,3 (Nana) Bele Dnyaneshwar Dadarao,MALE,40,ST,VBA,Gas Cylinder,11183,72,11255,5.94069335360189,293635
Pusad ,4 Shaligram Tukaram Tambare,MALE,55,ST,BAHUMP,Whistle,2151,2,2153,1.13641162064015,293635
Pusad ,5 NOTA,,,,NOTA,NOTA,1438,7,1445,0.762710075162571,293635
Pusad ,6 Adv. Savitatai Adhao,FEMALE,42,SC,BSP,Elephant,1426,5,1431,0.755320496579681,293635
Pusad ,7 Abhay Madhukar Gadam,MALE,51,GENERAL,MNS,Railway Engine,1296,6,1302,0.687230808208766,293635
Pusad ,8 Jinkar Sudam Rathod,MALE,33,GENERAL,IND,Television,900,1,901,0.475572164513132,293635
Pusad ,9 Mazeed Lala,MALE,39,GENERAL,TPSTP,Kettle,897,,897,0.473460856346592,293635
Pusad ,10 Uttam Bhagaji Kumble,MALE,51,SC,PRCP,Cup & Saucer,508,3,511,0.269719618275484,293635
Pusad ,11 Namdevrao Yashawantrao Ingale,MALE,59,ST,APoI,Coat,493,9,502,0.264969174900769,293635
Pusad ,12 Anil Laxman Rathod,MALE,27,GENERAL,DONP,Tractor Chalata Kissan,473,1,474,0.250190017734989,293635
,,,,,,,188405,1051,189456,64.5209188277964,
Umarkhed ,1 Namdev Jayram Sasane,MALE,47,SC,BJP,Lotus,87048,289,87337,44.3975070660241,293480
Umarkhed ,2 Khadse Vijayrao Yadavrao,MALE,63,SC,INC,Hand,77621,429,78050,39.6764879318408,293480
Umarkhed ,3 Dr. Vinkare Vishwanath Umaji,MALE,60,SC,IND,Whistle,18164,84,18248,9.2763171272291,293480
Umarkhed ,4 Pramod Motiram Duthade,MALE,50,SC,VBA,Gas Cylinder,6411,22,6433,3.27019662864231,293480
Umarkhed ,5 NOTA,,,,NOTA,NOTA,1491,6,1497,0.760995546879766,293480
Umarkhed ,6 Prof. Minakshi A. Savalkar,FEMALE,47,SC,BSP,Elephant,1211,2,1213,0.616624982207853,293480
Umarkhed ,7 Ranveer Sandesh Gautamrao,MALE,39,SC,IND,Key,1109,,1109,0.563756888102645,293480
Umarkhed ,8 Adv. Kailas Ramrao Wankhede,MALE,41,SC,MNS,Railway Engine,1010,5,1015,0.515972264584477,293480
Umarkhed ,9 Kishor Devidas Nagare,MALE,32,SC,BMUP,Cot,737,10,747,0.379735252851827,293480
Umarkhed ,10 Madhukar Narayan Wankhede,MALE,64,SC,IND,Almirah,611,,611,0.310600052868094,293480
Umarkhed ,11 Uttam Bhagaji Kumble,MALE,51,SC,PRCP,Cup & Saucer,456,,456,0.231806258768987,293480
,,,,,,,195869,847,196716,67.0287583480987,
Kinwat,1 Bhimrao Ramji Keram,MALE,52,ST,BJP,Lotus,88978,650,89628,48.5641214590693,259579
Kinwat,2 JADHAV PRADEEP NAIK,MALE,65,GENERAL,NCP,Clock,75864,492,76356,41.3728082533215,259579
Kinwat,3 Prof. Dr. Hamraj Uike,MALE,37,ST,VBA,Gas Cylinder,11639,125,11764,6.37421703981447,259579
Kinwat,4 NOTA,,,,NOTA,NOTA,1035,6,1041,0.564056438154273,259579
Kinwat,5 Vinod Rathod (Patil),MALE,68,GENERAL,MNS,Railway Engine,1001,1,1002,0.542924640759444,259579
Kinwat,6 Walkulwad Kondba Maroti,MALE,27,GENERAL,IND,DIAMOND,895,,895,0.484947658163376,259579
Kinwat,7 Adv Pradip Deva Rathod,MALE,43,GENERAL,IND,SHIP,795,2,797,0.431847244196883,259579
Kinwat,8 Madhavrao Sudamji Maraskole,MALE,68,ST,IND,Tractor Chalata Kissan,407,2,409,0.22161295216628,259579
Kinwat,9 Adkine Santosh Madhav,MALE,31,GENERAL,BMUP,Cot,397,5,402,0.217820065454388,259579
Kinwat,10 Rajesh Narayan Dhaware,MALE,33,SC,IND,Helicopter,399,1,400,0.216736383536704,259579
Kinwat,11 Sandipbhau Nikhate,MALE,35,SC,BSP,Elephant,341,2,343,0.185851448882724,259579
Kinwat,12 Mirchi Maharaj Dharamdas Tripathi,MALE,58,GENERAL,JJJKP,Television,314,1,315,0.170679902035155,259579
Kinwat,13 Vishal Datta Shinde,MALE,30,GENERAL,SBBGP,Sewing Machine,315,,315,0.170679902035155,259579
Kinwat,14 Anaiddin Fayyajoddin Shaikh,MALE,56,GENERAL,IND,Bat,304,,304,0.164719651487895,259579
Kinwat,15 Syed Imran Ali,MALE,32,GENERAL,IUML,Cup & Saucer,295,3,298,0.161468605734845,259579
Kinwat,16 Shadulla Shekha Ahemad,MALE,38,GENERAL,BALP,Plate Containing Food,286,1,287,0.155508355187585,259579
,,,,,,,183265,1291,184556,71.0982013182885,
Hadgaon,1 Jawalgaonkar Madhavrao Nivruttirao Patil,MALE,47,GENERAL,INC,Hand,73936,389,74325,37.9598465773574,279379
Hadgaon,2 Kadam Sambharao Urf Baburao Kohalikar,MALE,51,GENERAL,IND,Cup & Saucer,60776,186,60962,31.1349904749258,279379
Hadgaon,3 Ashtikar Nagesh Bapurao Patil,MALE,47,GENERAL,SHS,Bow and Arrow,43907,236,44143,22.5450589635289,279379
Hadgaon,4 Bharati Sudarshan Rambharati,MALE,44,GENERAL,VBA,Gas Cylinder,10811,45,10856,5.54446141195818,279379
Hadgaon,5 Ramchandra Fakira Rathod,MALE,62,GENERAL,BSP,Elephant,907,,907,0.463230149285747,279379
Hadgaon,6 Nakhate Satwaji Digambar,MALE,26,ST,BMUP,Cot,774,1,775,0.395814074637766,279379
Hadgaon,7 NOTA,,,,NOTA,NOTA,679,3,682,0.348316385681234,279379
Hadgaon,8 Adv. Marotrao Kanhobarao Hukke Patil(Vakil),MALE,44,GENERAL,IND,Gas Stove,629,,629,0.321247810254393,279379
Hadgaon,9 Ahemad A. Gaffar Shaikh,MALE,34,GENERAL,IND,Bat,425,,425,0.217059331252969,279379
Hadgaon,10 Santosh Maroti Boinwad,MALE,37,ST,IND,Sewing Machine,414,1,415,0.211952052870546,279379
Hadgaon,11 Ghunnar Prakash Vitthalrao,MALE,60,GENERAL,IND,COCONUT FARM,376,,376,0.192033667179097,279379
Hadgaon,12 Shrinivas Vaijnathrao Potdar,MALE,73,GENERAL,IND,Whistle,355,,355,0.181308382576009,279379
